Location,Area,Bedrooms,Bathrooms,Floors,Property_Age,Parking,Kitchen,Balcony,Furnishing,Property_Type,Construction_Quality,Price
Guntur,1475,3,3,2,27,No,Yes,2,Unfurnished,Independent House,Medium,9569000.0
Hyderabad,1454,4,1,4,18,Yes,Yes,1,Semi Furnished,Apartment,Low,13866000.0
Pune,1762,2,3,1,27,Yes,Yes,0,Semi Furnished,Apartment,Medium,17378000.0
Hyderabad,1443,2,3,4,26,Yes,Yes,0,Fully Furnished,Plot,Low,10461000.0
Mumbai,2702,5,1,2,12,Yes,Yes,2,Unfurnished,Plot,High,32307000.0
Rajahmundry,3827,2,2,1,28,Yes,Yes,3,Unfurnished,Independent House,Medium,20728000.0
Delhi,4774,1,3,2,5,No,Yes,2,Unfurnished,Villa,Low,65731000.0
Guntur,2759,4,1,4,10,No,No,3,Unfurnished,Independent House,Medium,19266000.0
Chennai,2328,3,2,4,20,Yes,Yes,0,Semi Furnished,Villa,Low,28150000.0
Bengaluru,1757,4,3,4,20,Yes,Yes,2,Semi Furnished,Villa,Low,26028000.0
Delhi,964,2,3,1,26,Yes,Yes,3,Fully Furnished,Independent House,High,17098000.0
Vijayawada,3794,3,3,2,29,Yes,Yes,2,Unfurnished,Plot,High,21366000.0
Pune,1730,5,2,2,13,Yes,No,1,Semi Furnished,Plot,Medium,15342000.0
Delhi,3154,4,3,4,5,Yes,Yes,2,Semi Furnished,Independent House,Low,40704000.0
Kurnool,1384,3,2,4,5,Yes,Yes,0,Unfurnished,Villa,High,13043000.0
Tirupati,4305,3,4,4,16,Yes,Yes,2,Semi Furnished,Villa,Medium,42846000.0
Guntur,4356,3,3,4,10,Yes,Yes,0,Fully Furnished,Villa,High,51706000.0
Rajahmundry,3635,1,4,3,14,Yes,Yes,0,Fully Furnished,Villa,Medium,33288000.0
Anantapur,1424,4,1,3,8,Yes,Yes,2,Unfurnished,Independent House,High,10867000.0
Visakhapatnam,2046,3,3,3,20,No,Yes,2,Fully Furnished,Apartment,High,23229000.0
Ongole,1594,4,1,4,16,Yes,Yes,2,Semi Furnished,Plot,Low,7249000.0
Ongole,2911,3,1,4,23,No,Yes,1,Fully Furnished,Plot,Low,12027000.0
Chennai,3117,5,1,2,6,No,Yes,1,Semi Furnished,Apartment,High,38100000.0
Vijayawada,1262,5,4,1,6,No,Yes,3,Unfurnished,Villa,Low,13529000.0
Guntur,2823,5,2,2,30,Yes,Yes,2,Unfurnished,Apartment,High,19319000.0
Delhi,4645,2,4,3,29,No,Yes,3,Semi Furnished,Apartment,Medium,57786000.0
Anantapur,3275,3,4,2,20,Yes,Yes,3,Semi Furnished,Apartment,High,21605000.0
Rajahmundry,3655,2,1,4,0,Yes,Yes,0,Fully Furnished,Plot,High,22957000.0
Guntur,4470,4,3,3,24,Yes,Yes,3,Semi Furnished,Plot,Medium,21546000.0
Visakhapatnam,2540,2,2,3,26,Yes,Yes,2,Unfurnished,Apartment,Medium,18705000.0
Rajahmundry,1083,4,1,1,24,Yes,Yes,1,Semi Furnished,Apartment,Low,5387000.0
Bengaluru,4831,4,2,1,7,Yes,Yes,3,Fully Furnished,Apartment,Medium,63979000.0
Nellore,2603,4,4,3,4,Yes,Yes,3,Fully Furnished,Villa,Low,25148000.0
Visakhapatnam,2442,2,2,3,29,Yes,Yes,1,Semi Furnished,Villa,High,30457000.0
Guntur,4955,3,2,2,18,Yes,Yes,3,Fully Furnished,Villa,Medium,49964000.0
Bengaluru,609,2,3,3,7,Yes,Yes,2,Fully Furnished,Plot,High,7980000.0
Rajahmundry,691,3,1,4,16,No,Yes,3,Unfurnished,Independent House,Low,4755000.0
Vijayawada,1403,3,2,2,18,Yes,Yes,0,Semi Furnished,Apartment,Medium,11058000.0
Visakhapatnam,1361,4,2,4,11,Yes,Yes,3,Unfurnished,Apartment,Low,10561000.0
Chennai,1583,2,4,4,26,No,Yes,0,Unfurnished,Independent House,Low,13087000.0
Chennai,1149,3,4,4,22,Yes,Yes,1,Fully Furnished,Apartment,Medium,14913000.0
Kadapa,4634,5,2,3,29,Yes,Yes,1,Unfurnished,Villa,Medium,30535000.0
Mumbai,4111,3,1,1,14,No,Yes,3,Semi Furnished,Villa,Low,75159000.0
Tirupati,1136,5,2,1,3,No,Yes,3,Semi Furnished,Independent House,Medium,11421000.0
Nellore,1536,2,2,4,22,Yes,Yes,1,Semi Furnished,Villa,Low,12095000.0
Chennai,4631,2,3,3,11,Yes,Yes,0,Unfurnished,Independent House,High,52506000.0
Mumbai,2648,2,1,2,26,No,Yes,1,Semi Furnished,Villa,High,62355000.0
Delhi,4365,3,3,4,12,Yes,Yes,1,Semi Furnished,Apartment,Medium,55903000.0
Anantapur,3657,1,1,2,13,Yes,Yes,0,Unfurnished,Plot,Medium,12777000.0
Ongole,4087,3,1,2,4,Yes,Yes,1,Unfurnished,Villa,High,35633000.0
Anantapur,3794,3,1,3,21,Yes,Yes,3,Unfurnished,Independent House,Low,18164000.0
Guntur,4761,4,3,3,15,No,Yes,3,Unfurnished,Plot,Low,19995000.0
Mumbai,2930,4,3,1,29,No,Yes,1,Fully Furnished,Apartment,Low,44097000.0
Tirupati,2379,3,3,1,6,No,Yes,3,Unfurnished,Plot,Medium,12266000.0
Delhi,4466,5,4,3,14,Yes,No,2,Unfurnished,Independent House,Low,50878000.0
Vijayawada,4213,4,3,4,12,Yes,Yes,1,Semi Furnished,Apartment,Medium,33948000.0
Guntur,4626,3,4,1,25,No,Yes,2,Semi Furnished,Apartment,Medium,30236000.0
Bengaluru,4606,1,4,2,15,Yes,Yes,1,Unfurnished,Villa,Medium,63879000.0
Nellore,2511,5,4,4,11,No,Yes,1,Unfurnished,Plot,High,14600000.0
Kadapa,3873,2,2,2,6,No,Yes,2,Unfurnished,Villa,Low,23333000.0
Ongole,2643,3,2,3,15,Yes,Yes,1,Semi Furnished,Apartment,Medium,16232000.0
Vijayawada,3000,3,2,2,22,Yes,Yes,3,Semi Furnished,Villa,Low,27773000.0
Visakhapatnam,1789,5,4,4,22,Yes,Yes,2,Unfurnished,Villa,High,22992000.0
Srikakulam,1947,4,4,3,26,No,Yes,1,Semi Furnished,Independent House,Low,10316000.0
Nellore,3699,4,1,4,12,Yes,Yes,3,Semi Furnished,Villa,High,37920000.0
Nellore,2443,4,4,2,28,No,Yes,2,Unfurnished,Apartment,Medium,13432000.0
Kurnool,3683,2,2,4,22,Yes,Yes,2,Semi Furnished,Villa,Medium,27559000.0
Kakinada,3716,5,4,3,2,Yes,Yes,3,Unfurnished,Apartment,High,29037000.0
Vijayawada,3636,5,4,2,14,Yes,Yes,1,Fully Furnished,Apartment,Medium,32503000.0
Srikakulam,3818,4,1,2,27,Yes,Yes,1,Fully Furnished,Independent House,Low,21301000.0
Visakhapatnam,3282,4,4,1,2,No,Yes,2,Fully Furnished,Apartment,Low,29025000.0
Srikakulam,1490,1,3,1,6,Yes,Yes,0,Semi Furnished,Apartment,High,9590000.0
Pune,2653,1,1,4,29,Yes,Yes,1,Fully Furnished,Independent House,Low,28582000.0
Ongole,725,3,4,1,17,No,Yes,1,Semi Furnished,Apartment,Medium,5034000.0
Chennai,1276,3,4,1,13,Yes,Yes,3,Unfurnished,Independent House,Medium,14370000.0
Pune,3337,5,1,1,17,Yes,Yes,0,Fully Furnished,Plot,Medium,29711000.0
Delhi,1187,5,4,1,18,Yes,Yes,0,Semi Furnished,Plot,Low,11469000.0
Pune,1029,2,2,3,13,Yes,Yes,2,Fully Furnished,Plot,Medium,8885000.0
Chennai,3942,2,3,3,19,Yes,Yes,3,Semi Furnished,Apartment,Low,35078000.0
Kakinada,2653,1,3,1,5,No,Yes,3,Semi Furnished,Villa,High,27027000.0
Rajahmundry,1794,3,2,4,28,Yes,Yes,1,Unfurnished,Independent House,Medium,10446000.0
Vijayawada,2026,1,4,3,7,Yes,Yes,2,Semi Furnished,Plot,High,15065000.0
Hyderabad,3396,1,4,1,25,Yes,Yes,1,Semi Furnished,Independent House,Low,33212000.0
Anantapur,3603,3,3,3,25,Yes,Yes,0,Fully Furnished,Plot,Low,13580000.0
Kakinada,2940,2,4,2,6,Yes,Yes,3,Unfurnished,Plot,High,16856000.0
Kadapa,4635,3,3,3,19,Yes,Yes,2,Semi Furnished,Apartment,Medium,25523000.0
Chennai,4302,4,3,3,17,No,Yes,1,Fully Furnished,Independent House,Medium,52456000.0
Tirupati,1344,4,2,4,17,Yes,No,1,Unfurnished,Apartment,Medium,10237000.0
Hyderabad,946,4,3,3,14,Yes,Yes,0,Semi Furnished,Independent House,High,13562000.0
Vijayawada,4415,5,4,4,19,Yes,Yes,3,Fully Furnished,Independent House,Low,37448000.0
Nellore,3609,2,4,2,21,No,Yes,0,Unfurnished,Villa,High,32511000.0
Kadapa,1734,2,1,1,18,Yes,No,1,Unfurnished,Plot,Low,5330000.0
Kurnool,726,5,4,4,21,Yes,Yes,3,Unfurnished,Apartment,Medium,4910000.0
Delhi,4643,1,1,3,20,Yes,Yes,3,Unfurnished,Villa,Medium,69142000.0
Ongole,3459,4,3,3,20,Yes,Yes,0,Semi Furnished,Independent House,Low,19964000.0
Tirupati,2330,4,4,4,1,Yes,Yes,3,Semi Furnished,Plot,Medium,15689000.0
Kakinada,4279,1,2,2,7,No,Yes,0,Unfurnished,Apartment,High,29502000.0
Kurnool,686,3,2,1,20,Yes,Yes,3,Unfurnished,Villa,Low,4572000.0
Vijayawada,3377,3,2,3,10,Yes,Yes,3,Semi Furnished,Independent House,Medium,28776000.0
Pune,3035,2,3,2,17,Yes,Yes,2,Fully Furnished,Villa,Medium,48041000.0
Nellore,2432,5,3,1,22,Yes,Yes,3,Unfurnished,Independent House,Medium,16225000.0
Kurnool,3424,2,1,1,12,Yes,Yes,1,Semi Furnished,Independent House,Medium,20617000.0
Srikakulam,1348,3,2,3,30,No,Yes,2,Semi Furnished,Plot,Low,4345000.0
Ongole,2532,1,1,4,8,No,Yes,0,Fully Furnished,Apartment,Low,14571000.0
Kurnool,1752,2,1,3,8,No,Yes,1,Semi Furnished,Plot,Medium,7587000.0
Rajahmundry,2381,4,4,3,16,No,Yes,0,Unfurnished,Apartment,High,17229000.0
Vijayawada,769,4,4,3,6,Yes,Yes,0,Semi Furnished,Apartment,High,9435000.0
Srikakulam,2130,1,2,2,8,Yes,Yes,1,Unfurnished,Independent House,High,13034000.0
Hyderabad,4905,3,3,4,21,Yes,Yes,0,Semi Furnished,Villa,High,79243000.0
Anantapur,3703,4,4,2,0,Yes,Yes,2,Unfurnished,Apartment,Low,18873000.0
Ongole,2074,4,3,3,1,No,Yes,1,Unfurnished,Apartment,Low,12388000.0
Hyderabad,3392,5,1,4,3,No,Yes,0,Semi Furnished,Apartment,High,42950000.0
Pune,2195,2,1,1,13,No,No,0,Unfurnished,Apartment,Low,18479000.0
Chennai,3758,3,1,4,3,Yes,Yes,3,Semi Furnished,Independent House,High,48834000.0
Vijayawada,3762,2,1,3,1,Yes,Yes,3,Semi Furnished,Plot,Medium,22328000.0
Kadapa,1945,3,2,4,7,Yes,Yes,0,Semi Furnished,Villa,Medium,14912000.0
Guntur,719,4,1,1,17,Yes,Yes,1,Unfurnished,Independent House,High,6183000.0
Tirupati,552,5,4,1,18,Yes,Yes,2,Semi Furnished,Independent House,Low,5788000.0
Kadapa,2257,2,1,4,13,Yes,Yes,0,Fully Furnished,Independent House,High,17455000.0
Rajahmundry,2166,4,3,1,19,No,Yes,0,Unfurnished,Apartment,Low,10957000.0
Kadapa,3285,3,4,2,24,No,Yes,0,Fully Furnished,Villa,Medium,25787000.0
Tirupati,1219,2,3,4,9,Yes,Yes,3,Fully Furnished,Independent House,Low,10803000.0
Pune,905,2,3,1,16,Yes,Yes,1,Fully Furnished,Independent House,High,14529000.0
Anantapur,2794,4,2,1,7,Yes,Yes,0,Fully Furnished,Independent House,Medium,19734000.0
Rajahmundry,571,2,2,4,27,Yes,Yes,3,Semi Furnished,Apartment,Medium,3166000.0
Visakhapatnam,2553,5,3,2,30,No,Yes,0,Fully Furnished,Apartment,Low,20867000.0
Vijayawada,1729,5,3,4,13,Yes,Yes,0,Unfurnished,Independent House,Medium,14388000.0
Bengaluru,2067,4,1,1,20,Yes,Yes,1,Fully Furnished,Apartment,Medium,26566000.0
Nellore,4182,3,4,4,22,Yes,Yes,3,Fully Furnished,Villa,Low,36765000.0
Guntur,3453,4,1,1,7,Yes,Yes,2,Fully Furnished,Apartment,Medium,27031000.0
Tirupati,4982,5,2,3,30,No,Yes,1,Semi Furnished,Independent House,High,45796000.0
Bengaluru,1198,1,2,4,4,Yes,Yes,2,Fully Furnished,Villa,Low,20400000.0
Visakhapatnam,1326,1,1,4,15,No,Yes,3,Fully Furnished,Apartment,Low,11760000.0
Kadapa,848,2,4,1,7,Yes,Yes,3,Fully Furnished,Independent House,Low,6650000.0
Pune,4408,2,3,1,9,No,Yes,2,Unfurnished,Plot,Low,27646000.0
Hyderabad,807,1,1,1,26,Yes,Yes,3,Semi Furnished,Plot,High,6091000.0
Kadapa,3916,5,2,1,7,Yes,Yes,1,Semi Furnished,Villa,Low,27158000.0
Vijayawada,2834,2,4,4,8,Yes,Yes,0,Semi Furnished,Villa,High,35544000.0
Kakinada,3309,4,2,1,17,Yes,Yes,2,Unfurnished,Villa,Low,23776000.0
Vijayawada,4058,4,4,4,2,No,Yes,0,Fully Furnished,Apartment,Low,33441000.0
Kakinada,4978,5,4,2,16,Yes,Yes,2,Unfurnished,Villa,Medium,40818000.0
Kakinada,3977,2,4,4,19,No,Yes,0,Semi Furnished,Apartment,Medium,26025000.0
Rajahmundry,3186,4,1,1,14,Yes,Yes,0,Semi Furnished,Independent House,High,24497000.0
Pune,3485,2,1,1,30,No,Yes,1,Semi Furnished,Apartment,Medium,34257000.0
Guntur,775,2,1,2,20,Yes,Yes,0,Unfurnished,Apartment,Low,4071000.0
Kadapa,3047,4,4,4,26,No,Yes,2,Semi Furnished,Independent House,High,20902000.0
Rajahmundry,3264,1,4,2,16,No,Yes,0,Fully Furnished,Plot,Medium,16768000.0
Ongole,836,4,2,4,7,Yes,Yes,3,Unfurnished,Apartment,Low,6743000.0
Anantapur,2473,5,3,1,1,Yes,Yes,0,Fully Furnished,Apartment,Medium,17199000.0
Visakhapatnam,3479,3,1,4,16,Yes,Yes,0,Semi Furnished,Independent House,Medium,31578000.0
Visakhapatnam,4468,4,4,1,17,Yes,Yes,3,Semi Furnished,Villa,Medium,51209000.0
Delhi,1410,2,2,1,30,Yes,Yes,3,Unfurnished,Independent House,Medium,16040000.0
Nellore,2496,2,2,3,28,Yes,Yes,2,Fully Furnished,Plot,Low,10746000.0
Srikakulam,3629,4,2,3,4,No,Yes,3,Unfurnished,Villa,Medium,24463000.0
Srikakulam,4704,3,1,4,8,No,Yes,3,Fully Furnished,Plot,High,23761000.0
Kurnool,4257,4,1,1,8,No,Yes,2,Semi Furnished,Apartment,High,29655000.0
Vijayawada,827,3,3,2,1,Yes,Yes,2,Unfurnished,Plot,Medium,5599000.0
Srikakulam,2299,3,2,1,1,No,Yes,0,Unfurnished,Plot,High,10356000.0
Nellore,814,5,1,2,18,Yes,Yes,1,Fully Furnished,Independent House,Medium,7002000.0
Srikakulam,4045,2,2,4,22,Yes,Yes,2,Semi Furnished,Villa,Low,25222000.0
Pune,1634,2,4,4,26,Yes,Yes,3,Semi Furnished,Apartment,Low,15350000.0
Pune,3246,3,2,2,2,No,Yes,0,Fully Furnished,Apartment,High,46799000.0
Ongole,2020,2,3,2,16,No,Yes,3,Fully Furnished,Apartment,High,15278000.0
Pune,655,1,1,1,13,Yes,No,2,Fully Furnished,Villa,Medium,9662000.0
Bengaluru,2224,3,4,4,13,No,Yes,1,Fully Furnished,Villa,Medium,39831000.0
Srikakulam,3843,2,1,1,13,Yes,Yes,0,Fully Furnished,Plot,Medium,15511000.0
Mumbai,1386,1,4,2,5,No,Yes,2,Semi Furnished,Plot,Low,14940000.0
Rajahmundry,3573,5,2,3,2,Yes,Yes,2,Semi Furnished,Villa,Medium,31566000.0
Pune,3305,2,2,3,0,Yes,Yes,3,Unfurnished,Apartment,Low,30334000.0
Nellore,1221,1,3,3,29,Yes,Yes,1,Semi Furnished,Villa,High,10986000.0
Mumbai,1412,4,3,2,15,Yes,Yes,2,Fully Furnished,Independent House,Low,25076000.0
Kurnool,3857,4,4,1,28,Yes,Yes,3,Semi Furnished,Villa,High,34817000.0
Rajahmundry,1370,1,3,4,3,Yes,Yes,0,Semi Furnished,Villa,Low,11349000.0
Delhi,4608,3,3,2,28,Yes,Yes,3,Semi Furnished,Apartment,Low,51606000.0
Srikakulam,997,3,3,3,0,No,Yes,0,Unfurnished,Plot,Medium,5587000.0
Bengaluru,2256,2,3,1,16,No,Yes,3,Unfurnished,Independent House,High,30238000.0
Kakinada,1617,4,2,4,27,Yes,Yes,1,Fully Furnished,Independent House,Low,11823000.0
Hyderabad,3909,3,3,4,17,No,Yes,3,Fully Furnished,Independent House,Low,44150000.0
Bengaluru,3328,3,2,2,25,Yes,Yes,1,Unfurnished,Villa,High,54287000.0
Ongole,2147,4,2,2,7,No,Yes,1,Semi Furnished,Apartment,Low,13079000.0
Mumbai,3483,5,1,4,1,Yes,Yes,0,Semi Furnished,Villa,High,86099000.0
Anantapur,642,3,2,4,26,Yes,Yes,3,Unfurnished,Plot,High,3004000.0
Pune,3261,1,2,3,17,Yes,Yes,3,Fully Furnished,Apartment,High,45363000.0
Anantapur,3935,2,3,4,30,No,Yes,3,Semi Furnished,Independent House,Low,20344000.0
Chennai,2931,3,2,2,26,Yes,No,1,Fully Furnished,Villa,Low,39250000.0
Bengaluru,2348,3,4,1,26,No,Yes,2,Semi Furnished,Apartment,Medium,27340000.0
Anantapur,3196,5,3,3,15,Yes,Yes,3,Fully Furnished,Villa,High,32913000.0
Kakinada,2217,1,3,3,25,Yes,Yes,3,Semi Furnished,Apartment,Low,12425000.0
Mumbai,3572,2,3,4,9,Yes,Yes,2,Fully Furnished,Independent House,Low,59345000.0
Rajahmundry,1567,3,1,1,7,No,Yes,0,Fully Furnished,Plot,High,10002000.0
Delhi,3286,2,3,3,11,Yes,Yes,3,Fully Furnished,Plot,High,40279000.0
Delhi,4291,4,2,2,21,No,Yes,2,Unfurnished,Villa,High,76388000.0
Anantapur,1788,3,4,4,15,Yes,Yes,3,Fully Furnished,Independent House,Medium,12891000.0
Visakhapatnam,4371,3,3,2,11,No,Yes,1,Unfurnished,Villa,Medium,44979000.0
Delhi,2306,4,3,4,10,Yes,Yes,2,Unfurnished,Villa,Medium,37031000.0
Ongole,2004,5,4,3,19,Yes,Yes,1,Fully Furnished,Apartment,High,16576000.0
Anantapur,3808,3,3,4,18,Yes,Yes,2,Unfurnished,Apartment,Low,17606000.0
Pune,3451,2,1,1,0,Yes,Yes,0,Unfurnished,Apartment,High,39065000.0
Chennai,571,1,2,2,26,Yes,Yes,1,Unfurnished,Independent House,Low,4309000.0
Visakhapatnam,2190,2,4,1,2,No,Yes,3,Semi Furnished,Independent House,Medium,21905000.0
Srikakulam,1844,5,4,2,11,Yes,Yes,2,Fully Furnished,Villa,Medium,16621000.0
Hyderabad,3803,1,1,2,29,Yes,Yes,3,Unfurnished,Apartment,Medium,33331000.0
Vijayawada,3613,2,2,4,8,Yes,Yes,0,Fully Furnished,Independent House,Low,30614000.0
Visakhapatnam,1382,2,1,3,20,Yes,Yes,2,Unfurnished,Villa,Low,12260000.0
Nellore,4734,4,2,3,28,Yes,Yes,0,Fully Furnished,Independent House,High,41543000.0
Kadapa,3162,5,1,1,21,Yes,Yes,2,Unfurnished,Villa,High,24837000.0
Rajahmundry,2004,4,3,4,4,No,Yes,1,Semi Furnished,Plot,High,12720000.0
Srikakulam,2963,1,1,3,0,Yes,Yes,3,Semi Furnished,Apartment,Medium,16655000.0
Anantapur,3053,4,4,2,9,No,Yes,1,Semi Furnished,Plot,High,15776000.0
Bengaluru,1232,5,4,2,16,Yes,Yes,1,Unfurnished,Villa,Medium,18581000.0
Pune,2248,3,4,4,3,Yes,Yes,1,Fully Furnished,Villa,Low,34853000.0
Tirupati,4424,3,1,1,14,Yes,Yes,1,Unfurnished,Apartment,Medium,29576000.0
Hyderabad,923,1,4,4,18,No,Yes,2,Semi Furnished,Apartment,Medium,9158000.0
Delhi,3978,3,4,1,26,Yes,Yes,3,Unfurnished,Villa,Medium,60419000.0
Guntur,2091,4,3,4,7,No,Yes,2,Fully Furnished,Independent House,Low,17398000.0
Mumbai,4985,1,3,2,27,Yes,Yes,2,Semi Furnished,Apartment,Low,66983000.0
Hyderabad,4937,5,2,4,27,No,Yes,2,Unfurnished,Villa,High,72335000.0
Ongole,992,1,2,3,22,Yes,Yes,1,Fully Furnished,Apartment,High,8102000.0
Srikakulam,691,1,2,3,14,Yes,Yes,0,Semi Furnished,Apartment,High,4574000.0
Vijayawada,998,2,1,4,26,Yes,Yes,1,Fully Furnished,Plot,Low,5302000.0
Visakhapatnam,1756,2,2,1,30,Yes,Yes,2,Fully Furnished,Plot,Low,9529000.0
Ongole,2468,1,1,1,6,Yes,Yes,1,Semi Furnished,Independent House,Low,14071000.0
Vijayawada,4822,3,1,2,14,Yes,Yes,3,Unfurnished,Apartment,Low,30374000.0
Hyderabad,2686,2,2,2,7,No,Yes,3,Unfurnished,Villa,Low,31150000.0
Hyderabad,1316,5,2,1,29,Yes,Yes,1,Unfurnished,Villa,Medium,16439000.0
Delhi,3720,4,1,4,25,Yes,Yes,1,Unfurnished,Apartment,High,48539000.0
Visakhapatnam,1973,2,3,2,22,Yes,Yes,0,Fully Furnished,Apartment,Medium,17507000.0
Anantapur,1586,1,4,1,9,Yes,Yes,1,Unfurnished,Independent House,High,11074000.0
Chennai,4699,3,4,1,17,Yes,Yes,1,Unfurnished,Independent House,Medium,45494000.0
Pune,2374,4,4,4,3,Yes,Yes,0,Fully Furnished,Independent House,Low,29963000.0
Srikakulam,1370,2,3,3,14,No,Yes,1,Fully Furnished,Villa,High,13312000.0
Mumbai,2542,3,1,1,10,Yes,Yes,1,Semi Furnished,Plot,Medium,28292000.0
Srikakulam,772,3,2,2,21,Yes,Yes,1,Fully Furnished,Independent House,High,5847000.0
Bengaluru,1529,3,1,4,2,Yes,Yes,1,Semi Furnished,Villa,Low,23136000.0
Ongole,3718,1,1,4,14,Yes,Yes,1,Semi Furnished,Independent House,Low,21149000.0
Anantapur,4569,5,2,4,2,Yes,Yes,2,Unfurnished,Villa,High,38183000.0
Nellore,1551,3,3,3,14,Yes,Yes,1,Unfurnished,Apartment,High,11242000.0
Guntur,4533,4,4,3,5,Yes,Yes,0,Unfurnished,Villa,Low,34874000.0
Pune,2073,2,4,2,0,Yes,Yes,1,Fully Furnished,Apartment,Low,23750000.0
Visakhapatnam,3690,4,1,2,13,No,Yes,2,Fully Furnished,Villa,Low,41999000.0
Hyderabad,4888,1,3,4,15,Yes,Yes,0,Unfurnished,Plot,Medium,32329000.0
Chennai,4297,1,4,2,0,Yes,Yes,0,Unfurnished,Villa,High,62258000.0
Delhi,3789,4,3,1,20,Yes,Yes,1,Fully Furnished,Apartment,Low,48004000.0
Tirupati,4247,5,2,3,16,Yes,Yes,3,Semi Furnished,Plot,High,28019000.0
Delhi,2605,1,1,4,25,No,Yes,2,Semi Furnished,Villa,Medium,43028000.0
Nellore,807,1,1,4,7,Yes,Yes,3,Unfurnished,Villa,Medium,7310000.0
Mumbai,3859,4,3,1,17,Yes,Yes,1,Unfurnished,Independent House,Low,51530000.0
Guntur,3676,1,4,1,15,No,Yes,2,Unfurnished,Plot,High,18362000.0
Chennai,1751,5,3,1,5,Yes,Yes,3,Semi Furnished,Apartment,Medium,20229000.0
Bengaluru,3247,5,2,1,9,No,Yes,2,Unfurnished,Plot,High,30079000.0
Kakinada,2017,5,4,4,9,No,Yes,1,Semi Furnished,Apartment,High,17798000.0
Bengaluru,1878,2,4,3,4,Yes,Yes,2,Fully Furnished,Independent House,Low,25370000.0
Pune,2461,5,3,3,25,Yes,Yes,1,Fully Furnished,Independent House,Medium,31535000.0
Tirupati,4805,5,2,1,27,Yes,Yes,3,Fully Furnished,Apartment,Medium,39445000.0
Srikakulam,3363,2,4,2,11,Yes,Yes,2,Unfurnished,Apartment,Medium,16816000.0
Nellore,3156,3,1,4,19,Yes,Yes,0,Fully Furnished,Apartment,High,25524000.0
Nellore,2994,1,2,3,16,Yes,Yes,1,Semi Furnished,Independent House,Medium,20139000.0
Kadapa,4505,5,4,1,13,No,Yes,2,Semi Furnished,Plot,Medium,18393000.0
Kurnool,4063,1,3,2,13,Yes,Yes,0,Semi Furnished,Independent House,High,29334000.0
Anantapur,1422,4,4,2,2,Yes,No,0,Unfurnished,Villa,Medium,12077000.0
Chennai,4732,1,1,1,28,Yes,Yes,0,Unfurnished,Independent House,Medium,43923000.0
Kadapa,4962,2,2,4,11,No,Yes,0,Semi Furnished,Villa,High,41376000.0
Hyderabad,3459,1,4,3,19,Yes,No,1,Semi Furnished,Villa,Medium,47900000.0
Vijayawada,683,1,1,2,17,Yes,Yes,2,Semi Furnished,Independent House,Low,5004000.0
Anantapur,3858,1,4,3,11,No,Yes,0,Semi Furnished,Independent House,High,26547000.0
Tirupati,1898,3,4,3,1,No,Yes,2,Fully Furnished,Independent House,Medium,19675000.0
Rajahmundry,3296,3,2,2,1,No,Yes,2,Semi Furnished,Plot,Low,14729000.0
Hyderabad,1036,4,3,1,26,No,Yes,3,Unfurnished,Independent House,High,11885000.0
Chennai,1773,2,3,2,16,Yes,Yes,2,Unfurnished,Apartment,Medium,16722000.0
Ongole,3467,1,1,2,9,Yes,Yes,1,Unfurnished,Independent House,High,22845000.0
Kadapa,3549,1,1,4,17,Yes,Yes,1,Unfurnished,Villa,Low,20585000.0
Vijayawada,1596,1,1,3,21,Yes,Yes,0,Unfurnished,Plot,High,8475000.0
Kakinada,1805,1,2,1,18,Yes,Yes,2,Semi Furnished,Plot,Medium,8056000.0
Pune,1415,3,3,3,25,Yes,Yes,1,Semi Furnished,Villa,Low,17784000.0
Visakhapatnam,3581,4,1,2,20,No,Yes,1,Fully Furnished,Plot,High,27611000.0
Kurnool,4747,5,1,1,0,Yes,Yes,1,Fully Furnished,Plot,Medium,23776000.0
Nellore,1528,2,4,1,23,Yes,Yes,0,Fully Furnished,Apartment,Medium,10094000.0
Nellore,2477,1,4,1,28,Yes,Yes,1,Semi Furnished,Apartment,Low,13407000.0
Bengaluru,3854,4,1,1,3,No,Yes,2,Fully Furnished,Plot,Low,33433000.0
Pune,3011,5,4,4,24,Yes,Yes,1,Semi Furnished,Independent House,High,41288000.0
Kakinada,770,4,4,1,3,Yes,Yes,1,Unfurnished,Plot,Medium,6082000.0
Visakhapatnam,1686,3,4,2,29,Yes,Yes,0,Semi Furnished,Apartment,Low,12287000.0
Pune,4700,5,2,4,30,Yes,Yes,2,Semi Furnished,Plot,Medium,36204000.0
Ongole,4264,4,1,2,30,Yes,Yes,1,Unfurnished,Independent House,High,26897000.0
Visakhapatnam,2898,3,1,2,30,No,Yes,2,Unfurnished,Independent House,Low,20018000.0
Delhi,4735,4,4,3,1,No,Yes,2,Unfurnished,Apartment,High,65081000.0
Delhi,4682,4,2,1,18,No,Yes,1,Fully Furnished,Plot,High,55391000.0
Pune,2211,5,4,1,20,Yes,Yes,0,Fully Furnished,Apartment,Low,24931000.0
Visakhapatnam,2730,3,2,2,11,No,Yes,2,Fully Furnished,Villa,High,40880000.0
Visakhapatnam,628,1,1,1,9,No,Yes,3,Unfurnished,Apartment,Medium,4982000.0
Kurnool,1769,2,4,4,30,No,Yes,1,Fully Furnished,Apartment,Low,9443000.0
Hyderabad,4172,5,1,3,12,Yes,Yes,2,Unfurnished,Apartment,Medium,39413000.0
